,fname,width,slice
6297,file1000237.h5,372,10
6298,file1002054.h5,372,32
6299,file1001745.h5,372,3
6300,file1001765.h5,372,28
6301,file1002499.h5,372,18
6302,file1001422.h5,372,36
6303,file1001617.h5,372,9
13872,file1000569.h5,338,5
13873,file1001175.h5,338,23
13874,file1002221.h5,338,3
13875,file1000569.h5,338,6
13876,file1000569.h5,338,8
13877,file1001323.h5,338,31
13878,file1002088.h5,338,34
13879,file1002221.h5,338,22
13880,file1002233.h5,338,30
13881,file1000569.h5,338,23
13882,file1000569.h5,338,14
13883,file1001175.h5,338,17
13884,file1001323.h5,338,18
13885,file1002221.h5,338,7
13886,file1001175.h5,338,27
13887,file1002233.h5,338,1
17680,file1000045.h5,368,39
17681,file1001520.h5,368,10
17682,file1000369.h5,368,31
17683,file1000181.h5,368,27
17684,file1000778.h5,368,23
17685,file1002304.h5,368,33
17686,file1000560.h5,368,2
17687,file1000830.h5,368,15
17688,file1002243.h5,368,38
17689,file1001259.h5,368,7
17690,file1002563.h5,368,5
17691,file1001661.h5,368,32
17692,file1001991.h5,368,16
17693,file1001087.h5,368,10
17694,file1001564.h5,368,32
17695,file1000148.h5,368,28
16848,file1002423.h5,368,4
16849,file1001102.h5,368,33
16850,file1000101.h5,368,11
16851,file1000778.h5,368,14
16852,file1002441.h5,368,24
16853,file1001205.h5,368,7
16854,file1000550.h5,368,6
16855,file1001228.h5,368,9
16856,file1000682.h5,368,0
16857,file1000066.h5,368,31
16858,file1001872.h5,368,22
16859,file1001242.h5,368,28
16860,file1001277.h5,368,7
16861,file1001205.h5,368,29
16862,file1002462.h5,368,0
16863,file1002462.h5,368,6
10304,file1001503.h5,372,17
10305,file1002561.h5,372,7
10306,file1000075.h5,372,18
10307,file1000317.h5,372,28
10308,file1000969.h5,372,21
10309,file1001906.h5,372,10
10310,file1001523.h5,372,6
10311,file1002194.h5,372,6
10312,file1000736.h5,372,29
10313,file1002475.h5,372,2
10314,file1002367.h5,372,31
10315,file1000933.h5,372,10
10316,file1001340.h5,372,28
10317,file1000143.h5,372,8
10318,file1000994.h5,372,0
10319,file1000342.h5,372,9
6528,file1001306.h5,372,21
6529,file1001665.h5,372,8
6530,file1000448.h5,372,29
6531,file1001131.h5,372,9
6532,file1000075.h5,372,27
6533,file1000661.h5,372,25
6534,file1001979.h5,372,2
6535,file1001855.h5,372,33
6536,file1001478.h5,372,29
6537,file1001883.h5,372,8
6538,file1002353.h5,372,22
6539,file1002495.h5,372,26
6540,file1001745.h5,372,33
6541,file1001198.h5,372,21
6542,file1000416.h5,372,28
6543,file1001519.h5,372,27
32672,file1000029.h5,368,17
32673,file1002132.h5,368,9
32674,file1001139.h5,368,2
32675,file1000600.h5,368,17
32676,file1001991.h5,368,0
32677,file1000177.h5,368,27
32678,file1000242.h5,368,15
32679,file1000762.h5,368,8
32680,file1000372.h5,368,14
32681,file1000510.h5,368,20
32682,file1002094.h5,368,5
32683,file1000289.h5,368,27
32684,file1000554.h5,368,3
32685,file1001999.h5,368,29
32686,file1000483.h5,368,16
32687,file1001318.h5,368,1
21664,file1000066.h5,368,7
21665,file1000363.h5,368,2
21666,file1001425.h5,368,33
21667,file1001468.h5,368,24
21668,file1001636.h5,368,9
21669,file1001005.h5,368,28
21670,file1000600.h5,368,36
21671,file1002416.h5,368,16
21672,file1002399.h5,368,20
21673,file1001605.h5,368,5
21674,file1000716.h5,368,27
21675,file1001992.h5,368,14
21676,file1001372.h5,368,32
21677,file1001421.h5,368,19
21678,file1001420.h5,368,30
21679,file1002332.h5,368,38
25200,file1001235.h5,368,28
25201,file1001931.h5,368,11
25202,file1002263.h5,368,32
25203,file1000045.h5,368,14
25204,file1000611.h5,368,39
25205,file1000357.h5,368,26
25206,file1001814.h5,368,19
25207,file1001056.h5,368,5
25208,file1000021.h5,368,7
25209,file1001242.h5,368,2
25210,file1000927.h5,368,24
25211,file1000778.h5,368,7
25212,file1000220.h5,368,5
25213,file1002234.h5,368,27
25214,file1001615.h5,368,27
25215,file1001390.h5,368,12
31152,file1000754.h5,368,28
31153,file1002208.h5,368,31
31154,file1001622.h5,368,13
31155,file1002045.h5,368,7
31156,file1001369.h5,368,19
31157,file1002063.h5,368,23
31158,file1000363.h5,368,6
31159,file1001656.h5,368,23
31160,file1001692.h5,368,10
31161,file1001008.h5,368,4
31162,file1000065.h5,368,19
31163,file1001022.h5,368,7
31164,file1000100.h5,368,16
31165,file1002287.h5,368,34
31166,file1002286.h5,368,2
31167,file1001210.h5,368,10
13312,file1000941.h5,388,20
13313,file1000514.h5,388,1
13314,file1001816.h5,388,16
13315,file1000514.h5,388,6
13316,file1001816.h5,388,1
13317,file1000293.h5,388,16
13318,file1001587.h5,388,31
13319,file1000412.h5,388,10
13320,file1000293.h5,388,19
13321,file1001730.h5,388,19
13322,file1000956.h5,388,11
13323,file1001587.h5,388,25
13324,file1000293.h5,388,0
13325,file1001730.h5,388,7
13326,file1000293.h5,388,9
13327,file1000412.h5,388,1
4000,file1002499.h5,372,21
4001,file1000721.h5,372,13
4002,file1001094.h5,372,6
4003,file1000338.h5,372,5
4004,file1001320.h5,372,10
4005,file1001121.h5,372,10
4006,file1001194.h5,372,14
4007,file1002485.h5,372,17
4008,file1000639.h5,372,22
4009,file1001713.h5,372,29
4010,file1001836.h5,372,0
4011,file1001198.h5,372,32
4012,file1000167.h5,372,3
4013,file1000896.h5,372,28
4014,file1001395.h5,372,25
4015,file1001003.h5,372,4
12736,file1002475.h5,372,35
12737,file1001198.h5,372,10
12738,file1001478.h5,372,3
12739,file1001979.h5,372,28
12740,file1002495.h5,372,21
12741,file1000143.h5,372,32
12742,file1002359.h5,372,13
12743,file1000117.h5,372,7
12744,file1000873.h5,372,28
12745,file1001334.h5,372,30
12746,file1001513.h5,372,17
12747,file1000032.h5,372,21
12748,file1000347.h5,372,3
12749,file1000814.h5,372,7
12750,file1001320.h5,372,6
12751,file1001783.h5,372,23
10896,file1002335.h5,372,17
10897,file1000143.h5,372,22
10898,file1002366.h5,372,6
10899,file1002023.h5,372,31
10900,file1002203.h5,372,18
10901,file1000482.h5,372,10
10902,file1001403.h5,372,27
10903,file1001037.h5,372,26
10904,file1000081.h5,372,6
10905,file1000265.h5,372,15
10906,file1000185.h5,372,9
10907,file1000200.h5,372,15
10908,file1000824.h5,372,13
10909,file1002354.h5,372,8
10910,file1002458.h5,372,19
10911,file1000784.h5,372,31
9392,file1001478.h5,372,27
9393,file1001494.h5,372,31
9394,file1001721.h5,372,6
9395,file1000081.h5,372,2
9396,file1001027.h5,372,31
9397,file1000969.h5,372,32
9398,file1000495.h5,372,11
9399,file1000458.h5,372,28
9400,file1002338.h5,372,21
9401,file1002284.h5,372,12
9402,file1002459.h5,372,25
9403,file1002229.h5,372,9
9404,file1000994.h5,372,21
9405,file1000248.h5,372,2
9406,file1001079.h5,372,1
9407,file1001513.h5,372,25
25776,file1001600.h5,368,7
25777,file1000999.h5,368,36
25778,file1000846.h5,368,12
25779,file1000931.h5,368,18
25780,file1001737.h5,368,17
25781,file1000510.h5,368,2
25782,file1002369.h5,368,3
25783,file1001304.h5,368,15
25784,file1001062.h5,368,19
25785,file1002154.h5,368,14
25786,file1000261.h5,368,26
25787,file1001285.h5,368,11
25788,file1000170.h5,368,25
25789,file1001879.h5,368,4
25790,file1000846.h5,368,21
25791,file1000336.h5,368,5
29744,file1001521.h5,368,29
29745,file1000539.h5,368,33
29746,file1000777.h5,368,11
29747,file1002133.h5,368,31
29748,file1000682.h5,368,29
29749,file1000626.h5,368,5
29750,file1001927.h5,368,5
29751,file1000048.h5,368,2
29752,file1000287.h5,368,24
29753,file1002293.h5,368,17
29754,file1002356.h5,368,8
29755,file1000573.h5,368,25
29756,file1000550.h5,368,17
29757,file1001873.h5,368,33
29758,file1000116.h5,368,29
29759,file1002409.h5,368,23
18736,file1000753.h5,368,11
18737,file1002227.h5,368,5
18738,file1001888.h5,368,37
18739,file1000390.h5,368,0
18740,file1000750.h5,368,20
18741,file1002097.h5,368,6
18742,file1001342.h5,368,31
18743,file1002243.h5,368,28
18744,file1001671.h5,368,6
18745,file1001758.h5,368,9
18746,file1001042.h5,368,17
18747,file1001526.h5,368,8
18748,file1000100.h5,368,2
18749,file1000089.h5,368,19
18750,file1002386.h5,368,22
18751,file1001656.h5,368,27
2944,file1001190.h5,372,32
2945,file1002076.h5,372,28
2946,file1000521.h5,372,23
2947,file1001413.h5,372,32
2948,file1002103.h5,372,8
2949,file1000529.h5,372,8
2950,file1000275.h5,372,12
2951,file1000284.h5,372,15
2952,file1001007.h5,372,20
2953,file1001588.h5,372,20
2954,file1001403.h5,372,22
2955,file1002139.h5,372,15
2956,file1000427.h5,372,17
2957,file1001310.h5,372,12
2958,file1001867.h5,372,1
2959,file1001007.h5,372,12
29104,file1001109.h5,368,17
29105,file1002379.h5,368,20
29106,file1001228.h5,368,5
29107,file1001872.h5,368,23
29108,file1001732.h5,368,33
29109,file1001108.h5,368,26
29110,file1000149.h5,368,20
29111,file1001752.h5,368,17
29112,file1001941.h5,368,18
29113,file1002439.h5,368,11
29114,file1002309.h5,368,24
29115,file1000098.h5,368,29
29116,file1002166.h5,368,28
29117,file1001023.h5,368,28
29118,file1000410.h5,368,2
29119,file1000336.h5,368,36
27360,file1001459.h5,368,23
27361,file1001565.h5,368,32
27362,file1001196.h5,368,14
27363,file1001950.h5,368,38
27364,file1000819.h5,368,33
27365,file1002516.h5,368,12
27366,file1001479.h5,368,25
27367,file1000778.h5,368,20
27368,file1001220.h5,368,36
27369,file1002471.h5,368,11
27370,file1001711.h5,368,22
27371,file1002004.h5,368,28
27372,file1002379.h5,368,33
27373,file1001235.h5,368,2
27374,file1000408.h5,368,31
27375,file1000383.h5,368,2
26816,file1002516.h5,368,33
26817,file1000256.h5,368,8
26818,file1000626.h5,368,18
26819,file1001956.h5,368,12
26820,file1001327.h5,368,16
26821,file1001062.h5,368,10
26822,file1001434.h5,368,1
26823,file1000563.h5,368,7
26824,file1000467.h5,368,28
26825,file1001806.h5,368,12
26826,file1001056.h5,368,25
26827,file1000883.h5,368,37
26828,file1001342.h5,368,7
26829,file1001739.h5,368,17
26830,file1000883.h5,368,1
26831,file1001358.h5,368,16
30672,file1000256.h5,368,31
30673,file1001701.h5,368,5
30674,file1002296.h5,368,0
30675,file1002273.h5,368,9
30676,file1000256.h5,368,21
30677,file1002439.h5,368,27
30678,file1002271.h5,368,36
30679,file1000326.h5,368,13
30680,file1000115.h5,368,8
30681,file1002097.h5,368,29
30682,file1000400.h5,368,4
30683,file1001042.h5,368,33
30684,file1000540.h5,368,15
30685,file1002423.h5,368,34
30686,file1000069.h5,368,28
30687,file1001767.h5,368,35
25408,file1000376.h5,368,21
25409,file1000426.h5,368,29
25410,file1001229.h5,368,4
25411,file1001244.h5,368,25
25412,file1002332.h5,368,15
25413,file1002441.h5,368,2
25414,file1000626.h5,368,21
25415,file1000619.h5,368,25
25416,file1001491.h5,368,38
25417,file1000592.h5,368,33
25418,file1000452.h5,368,31
25419,file1002154.h5,368,0
25420,file1001369.h5,368,6
25421,file1000402.h5,368,32
25422,file1001390.h5,368,7
25423,file1001318.h5,368,4
32560,file1001053.h5,368,5
32561,file1002161.h5,368,20
32562,file1000461.h5,368,13
32563,file1000428.h5,368,7
32564,file1000349.h5,368,3
32565,file1001750.h5,368,25
32566,file1001110.h5,368,8
32567,file1001048.h5,368,14
32568,file1000585.h5,368,1
32569,file1000489.h5,368,11
32570,file1001283.h5,368,30
32571,file1000592.h5,368,12
32572,file1000851.h5,368,2
32573,file1000330.h5,368,12
32574,file1002037.h5,368,16
32575,file1002041.h5,368,2
1696,file1002307.h5,372,5
1697,file1000342.h5,372,2
1698,file1000347.h5,372,1
1699,file1000257.h5,372,19
1700,file1000298.h5,372,0
1701,file1000734.h5,372,1
1702,file1000969.h5,372,6
1703,file1000490.h5,372,6
1704,file1002235.h5,372,3
1705,file1001147.h5,372,17
1706,file1000824.h5,372,2
1707,file1000874.h5,372,25
1708,file1002012.h5,372,18
1709,file1001915.h5,372,34
1710,file1002186.h5,372,5
1711,file1000936.h5,372,24
32720,file1001767.h5,368,14
32721,file1001941.h5,368,25
32722,file1000633.h5,368,6
32723,file1001189.h5,368,9
32724,file1001114.h5,368,23
32725,file1002056.h5,368,28
32726,file1001401.h5,368,12
32727,file1001297.h5,368,12
32728,file1000101.h5,368,28
32729,file1001098.h5,368,18
32730,file1001991.h5,368,27
32731,file1001189.h5,368,0
32732,file1000633.h5,368,2
32733,file1000535.h5,368,20
32734,file1002006.h5,368,5
32735,file1002293.h5,368,8
32576,file1002037.h5,368,26
32577,file1001989.h5,368,26
32578,file1000061.h5,368,26
32579,file1000424.h5,368,25
32580,file1001358.h5,368,31
32581,file1001383.h5,368,16
32582,file1001992.h5,368,12
32583,file1000061.h5,368,34
32584,file1000029.h5,368,14
32585,file1001220.h5,368,2
32586,file1000851.h5,368,34
32587,file1000922.h5,368,33
32588,file1001285.h5,368,25
32589,file1001701.h5,368,20
32590,file1001770.h5,368,31
32591,file1000039.h5,368,12
23728,file1000349.h5,368,30
23729,file1002232.h5,368,21
23730,file1001319.h5,368,12
23731,file1002514.h5,368,24
23732,file1002567.h5,368,13
23733,file1002334.h5,368,16
23734,file1000336.h5,368,20
23735,file1000365.h5,368,35
23736,file1000021.h5,368,1
23737,file1001048.h5,368,27
23738,file1001673.h5,368,8
23739,file1001141.h5,368,9
23740,file1001600.h5,368,3
23741,file1000101.h5,368,22
23742,file1001141.h5,368,13
23743,file1002151.h5,368,16
5248,file1001422.h5,372,1
5249,file1001003.h5,372,23
5250,file1000601.h5,372,16
5251,file1000342.h5,372,20
5252,file1000075.h5,372,7
5253,file1002175.h5,372,16
5254,file1001791.h5,372,27
5255,file1002537.h5,372,12
5256,file1001079.h5,372,21
5257,file1000661.h5,372,13
5258,file1000425.h5,372,33
5259,file1001449.h5,372,1
5260,file1000896.h5,372,26
5261,file1000012.h5,372,27
5262,file1001902.h5,372,3
5263,file1002095.h5,372,3
6192,file1000955.h5,372,10
6193,file1000179.h5,372,17
6194,file1001413.h5,372,5
6195,file1002542.h5,372,32
6196,file1000719.h5,372,13
6197,file1001590.h5,372,25
6198,file1001791.h5,372,18
6199,file1001190.h5,372,5
6200,file1001575.h5,372,31
6201,file1001051.h5,372,7
6202,file1002086.h5,372,16
6203,file1001236.h5,372,12
6204,file1002517.h5,372,22
6205,file1000265.h5,372,12
6206,file1001007.h5,372,22
6207,file1002500.h5,372,11
19248,file1002303.h5,368,18
19249,file1000180.h5,368,29
19250,file1000349.h5,368,8
19251,file1000875.h5,368,21
19252,file1001873.h5,368,16
19253,file1001619.h5,368,32
19254,file1000807.h5,368,27
19255,file1002117.h5,368,28
19256,file1001521.h5,368,25
19257,file1000048.h5,368,15
19258,file1002228.h5,368,25
19259,file1002326.h5,368,21
19260,file1001630.h5,368,35
19261,file1002056.h5,368,20
19262,file1000400.h5,368,22
19263,file1000563.h5,368,1
32000,file1002271.h5,368,30
32001,file1001120.h5,368,17
32002,file1000306.h5,368,9
32003,file1001220.h5,368,8
32004,file1002425.h5,368,12
32005,file1002286.h5,368,5
32006,file1000851.h5,368,35
32007,file1002048.h5,368,14
32008,file1001130.h5,368,15
32009,file1000584.h5,368,28
32010,file1001661.h5,368,16
32011,file1002385.h5,368,6
32012,file1000242.h5,368,8
32013,file1000245.h5,368,9
32014,file1000242.h5,368,26
32015,file1000770.h5,368,20
22720,file1002041.h5,368,29
22721,file1000188.h5,368,20
22722,file1000002.h5,368,5
22723,file1000585.h5,368,13
22724,file1002232.h5,368,7
22725,file1002195.h5,368,8
22726,file1001931.h5,368,21
22727,file1002143.h5,368,8
22728,file1002046.h5,368,28
22729,file1000236.h5,368,13
22730,file1002437.h5,368,35
22731,file1001106.h5,368,19
22732,file1000778.h5,368,21
22733,file1001319.h5,368,31
22734,file1002416.h5,368,13
22735,file1000003.h5,368,9
17504,file1000010.h5,368,28
17505,file1001479.h5,368,15
17506,file1002505.h5,368,28
17507,file1001927.h5,368,20
17508,file1002069.h5,368,15
17509,file1001616.h5,368,6
17510,file1001752.h5,368,7
17511,file1001927.h5,368,3
17512,file1001277.h5,368,19
17513,file1000148.h5,368,31
17514,file1001600.h5,368,33
17515,file1002341.h5,368,15
17516,file1001358.h5,368,7
17517,file1001710.h5,368,9
17518,file1002324.h5,368,26
17519,file1001500.h5,368,32
11600,file1002022.h5,372,29
11601,file1000504.h5,372,15
11602,file1000873.h5,372,19
11603,file1002499.h5,372,25
11604,file1001617.h5,372,21
11605,file1002038.h5,372,12
11606,file1000715.h5,372,10
11607,file1000081.h5,372,31
11608,file1001602.h5,372,14
11609,file1001320.h5,372,28
11610,file1000043.h5,372,40
11611,file1000495.h5,372,29
11612,file1000661.h5,372,3
11613,file1000250.h5,372,17
11614,file1002247.h5,372,15
11615,file1002353.h5,372,6
2432,file1000736.h5,372,7
2433,file1001496.h5,372,24
2434,file1002359.h5,372,12
2435,file1001350.h5,372,12
2436,file1000449.h5,372,11
2437,file1001685.h5,372,15
2438,file1002359.h5,372,34
2439,file1000374.h5,372,7
2440,file1001935.h5,372,17
2441,file1000205.h5,372,17
2442,file1002476.h5,372,8
2443,file1002001.h5,372,24
2444,file1001495.h5,372,1
2445,file1000123.h5,372,31
2446,file1001580.h5,372,26
2447,file1000340.h5,372,23
27952,file1001528.h5,368,37
27953,file1000069.h5,368,21
27954,file1001528.h5,368,19
27955,file1002045.h5,368,2
27956,file1000045.h5,368,5
27957,file1001283.h5,368,11
27958,file1000510.h5,368,26
27959,file1001638.h5,368,26
27960,file1002286.h5,368,7
27961,file1001056.h5,368,9
27962,file1000372.h5,368,31
27963,file1001758.h5,368,1
27964,file1000884.h5,368,12
27965,file1002045.h5,368,12
27966,file1000927.h5,368,20
27967,file1002352.h5,368,12
33520,file1001294.h5,368,9
33521,file1002046.h5,368,15
33522,file1001991.h5,368,28
33523,file1000101.h5,368,39
33524,file1000785.h5,368,28
33525,file1000390.h5,368,7
33526,file1000475.h5,368,9
33527,file1002554.h5,368,28
33528,file1001390.h5,368,10
33529,file1001266.h5,368,19
33530,file1000101.h5,368,15
33531,file1000210.h5,368,25
33532,file1000408.h5,368,16
33533,file1001459.h5,368,0
33534,file1001671.h5,368,29
33535,file1001950.h5,368,35
960,file1000933.h5,372,26
961,file1002511.h5,372,28
962,file1000199.h5,372,28
963,file1000821.h5,372,0
964,file1002203.h5,372,32
965,file1000342.h5,372,5
966,file1000199.h5,372,2
967,file1000179.h5,372,2
968,file1000568.h5,372,20
969,file1000284.h5,372,32
970,file1001731.h5,372,6
971,file1000143.h5,372,28
972,file1002139.h5,372,32
973,file1001733.h5,372,26
974,file1000955.h5,372,17
975,file1001309.h5,372,1
23456,file1001888.h5,368,35
23457,file1001982.h5,368,8
23458,file1000762.h5,368,16
23459,file1002037.h5,368,23
23460,file1002063.h5,368,18
23461,file1001266.h5,368,1
23462,file1000027.h5,368,10
23463,file1002430.h5,368,8
23464,file1001973.h5,368,23
23465,file1001642.h5,368,9
23466,file1001746.h5,368,9
23467,file1001500.h5,368,5
23468,file1001120.h5,368,18
23469,file1001460.h5,368,9
23470,file1000753.h5,368,13
23471,file1002471.h5,368,9
4784,file1001193.h5,372,24
4785,file1000167.h5,372,21
4786,file1002534.h5,372,5
4787,file1001504.h5,372,27
4788,file1000416.h5,372,22
4789,file1002495.h5,372,18
4790,file1000109.h5,372,4
4791,file1002062.h5,372,26
4792,file1002509.h5,372,15
4793,file1000378.h5,372,17
4794,file1000198.h5,372,23
4795,file1000459.h5,372,27
4796,file1000081.h5,372,27
4797,file1002139.h5,372,19
4798,file1001026.h5,372,23
4799,file1000969.h5,372,7
24352,file1000573.h5,368,31
24353,file1002132.h5,368,27
24354,file1001390.h5,368,20
24355,file1000914.h5,368,32
24356,file1000245.h5,368,31
24357,file1001209.h5,368,16
24358,file1000619.h5,368,21
24359,file1000383.h5,368,31
24360,file1000682.h5,368,2
24361,file1000285.h5,368,10
24362,file1000048.h5,368,19
24363,file1001460.h5,368,23
24364,file1000408.h5,368,27
24365,file1002049.h5,368,12
24366,file1002409.h5,368,17
24367,file1001758.h5,368,24
23488,file1001235.h5,368,0
23489,file1001671.h5,368,17
23490,file1002048.h5,368,31
23491,file1000324.h5,368,17
23492,file1001342.h5,368,1
23493,file1001319.h5,368,10
23494,file1002271.h5,368,2
23495,file1000357.h5,368,0
23496,file1001861.h5,368,14
23497,file1000548.h5,368,12
23498,file1000339.h5,368,8
23499,file1000089.h5,368,4
23500,file1000231.h5,368,34
23501,file1000094.h5,368,21
23502,file1001014.h5,368,27
23503,file1002481.h5,368,10
24096,file1002170.h5,368,30
24097,file1000461.h5,368,18
24098,file1000962.h5,368,30
24099,file1001102.h5,368,12
24100,file1002069.h5,368,30
24101,file1002518.h5,368,12
24102,file1002090.h5,368,5
24103,file1002050.h5,368,6
24104,file1000221.h5,368,10
24105,file1001300.h5,368,29
24106,file1000058.h5,368,18
24107,file1001992.h5,368,5
24108,file1002369.h5,368,31
24109,file1001993.h5,368,32
24110,file1002170.h5,368,14
24111,file1000289.h5,368,26
32528,file1002090.h5,368,27
32529,file1001061.h5,368,14
32530,file1002097.h5,368,23
32531,file1001710.h5,368,0
32532,file1001750.h5,368,20
32533,file1001053.h5,368,6
32534,file1001560.h5,368,4
32535,file1002170.h5,368,27
32536,file1001654.h5,368,5
32537,file1001710.h5,368,6
32538,file1000115.h5,368,0
32539,file1001110.h5,368,38
32540,file1002069.h5,368,27
32541,file1001372.h5,368,11
32542,file1000287.h5,368,14
32543,file1000098.h5,368,30
9952,file1000995.h5,372,6
9953,file1000317.h5,372,1
9954,file1002517.h5,372,11
9955,file1000734.h5,372,2
9956,file1001393.h5,372,22
9957,file1001986.h5,372,11
9958,file1000200.h5,372,13
9959,file1000418.h5,372,28
9960,file1000141.h5,372,12
9961,file1001310.h5,372,19
9962,file1002534.h5,372,28
9963,file1001915.h5,372,16
9964,file1001494.h5,372,8
9965,file1000601.h5,372,11
9966,file1001193.h5,372,21
9967,file1001617.h5,372,23
23664,file1001982.h5,368,0
23665,file1000785.h5,368,26
23666,file1001500.h5,368,25
23667,file1000089.h5,368,36
23668,file1000508.h5,368,13
23669,file1000242.h5,368,33
23670,file1000485.h5,368,6
23671,file1001656.h5,368,2
23672,file1000611.h5,368,9
23673,file1001372.h5,368,24
23674,file1000138.h5,368,10
23675,file1000354.h5,368,35
23676,file1002069.h5,368,19
23677,file1000794.h5,368,16
23678,file1001748.h5,368,0
23679,file1000403.h5,368,14
6672,file1001698.h5,372,0
6673,file1000995.h5,372,28
6674,file1001328.h5,372,3
6675,file1000015.h5,372,20
6676,file1000420.h5,372,6
6677,file1002396.h5,372,28
6678,file1001071.h5,372,26
6679,file1002235.h5,372,15
6680,file1001173.h5,372,12
6681,file1000290.h5,372,10
6682,file1001261.h5,372,12
6683,file1001413.h5,372,34
6684,file1002074.h5,372,25
6685,file1002561.h5,372,26
6686,file1001287.h5,372,10
6687,file1002245.h5,372,28
11840,file1002062.h5,372,12
11841,file1001455.h5,372,18
11842,file1000689.h5,372,23
11843,file1001027.h5,372,6
11844,file1001185.h5,372,14
11845,file1000482.h5,372,4
11846,file1001541.h5,372,19
11847,file1000418.h5,372,2
11848,file1001975.h5,372,24
11849,file1001665.h5,372,29
11850,file1000335.h5,372,3
11851,file1001963.h5,372,21
11852,file1000663.h5,372,1
11853,file1001741.h5,372,9
11854,file1001079.h5,372,27
11855,file1000521.h5,372,34
3664,file1001395.h5,372,5
3665,file1000154.h5,372,29
3666,file1002112.h5,372,17
3667,file1000347.h5,372,19
3668,file1001214.h5,372,17
3669,file1000685.h5,372,3
3670,file1000199.h5,372,31
3671,file1001915.h5,372,31
3672,file1001948.h5,372,29
3673,file1001967.h5,372,18
3674,file1000317.h5,372,16
3675,file1002422.h5,372,18
3676,file1000425.h5,372,30
3677,file1001084.h5,372,2
3678,file1001150.h5,372,7
3679,file1002461.h5,372,9
26208,file1000428.h5,368,28
26209,file1001382.h5,368,15
26210,file1001061.h5,368,1
26211,file1000728.h5,368,17
26212,file1002409.h5,368,12
26213,file1000357.h5,368,18
26214,file1002094.h5,368,18
26215,file1001905.h5,368,2
26216,file1000882.h5,368,6
26217,file1000558.h5,368,18
26218,file1001294.h5,368,11
26219,file1001209.h5,368,31
26220,file1002117.h5,368,4
26221,file1002161.h5,368,7
26222,file1001300.h5,368,14
26223,file1002048.h5,368,27
16448,file1001630.h5,368,38
16449,file1000558.h5,368,41
16450,file1002069.h5,368,35
16451,file1000321.h5,368,9
16452,file1000065.h5,368,28
16453,file1001758.h5,368,36
16454,file1001830.h5,368,31
16455,file1000249.h5,368,35
16456,file1001636.h5,368,17
16457,file1001042.h5,368,4
16458,file1001008.h5,368,15
16459,file1001319.h5,368,5
16460,file1000048.h5,368,4
16461,file1000760.h5,368,34
16462,file1001849.h5,368,18
16463,file1002163.h5,368,9
21584,file1001636.h5,368,33
21585,file1001226.h5,368,6
21586,file1000181.h5,368,23
21587,file1000224.h5,368,31
21588,file1001342.h5,368,0
21589,file1001694.h5,368,3
21590,file1000061.h5,368,20
21591,file1001297.h5,368,16
21592,file1001006.h5,368,25
21593,file1002541.h5,368,3
21594,file1002097.h5,368,39
21595,file1000592.h5,368,26
21596,file1000830.h5,368,39
21597,file1002227.h5,368,1
21598,file1000029.h5,368,28
21599,file1001837.h5,368,29
26400,file1002532.h5,368,20
26401,file1001540.h5,368,0
26402,file1001333.h5,368,36
26403,file1001927.h5,368,21
26404,file1000883.h5,368,24
26405,file1001863.h5,368,29
26406,file1002568.h5,368,23
26407,file1001004.h5,368,18
26408,file1001130.h5,368,17
26409,file1001767.h5,368,6
26410,file1002090.h5,368,12
26411,file1000383.h5,368,6
26412,file1000461.h5,368,24
26413,file1001605.h5,368,13
26414,file1001991.h5,368,4
26415,file1001005.h5,368,20
7648,file1002459.h5,372,15
7649,file1002485.h5,372,11
7650,file1001190.h5,372,10
7651,file1000129.h5,372,24
7652,file1000176.h5,372,2
7653,file1001544.h5,372,25
7654,file1000172.h5,372,11
7655,file1000374.h5,372,14
7656,file1000808.h5,372,7
7657,file1002229.h5,372,7
7658,file1001953.h5,372,30
7659,file1001935.h5,372,0
7660,file1001310.h5,372,0
7661,file1000495.h5,372,28
7662,file1001079.h5,372,30
7663,file1001169.h5,372,4
26256,file1001616.h5,368,33
26257,file1001956.h5,368,5
26258,file1000762.h5,368,33
26259,file1000040.h5,368,12
26260,file1002228.h5,368,32
26261,file1002154.h5,368,2
26262,file1002133.h5,368,20
26263,file1002474.h5,368,5
26264,file1001388.h5,368,6
26265,file1002271.h5,368,24
26266,file1002309.h5,368,14
26267,file1001402.h5,368,24
26268,file1000627.h5,368,8
26269,file1002449.h5,368,24
26270,file1000883.h5,368,14
26271,file1001545.h5,368,18
27120,file1000461.h5,368,32
27121,file1001244.h5,368,18
27122,file1000510.h5,368,4
27123,file1001888.h5,368,2
27124,file1001520.h5,368,4
27125,file1002356.h5,368,33
27126,file1000400.h5,368,26
27127,file1000249.h5,368,9
27128,file1002568.h5,368,8
27129,file1001319.h5,368,28
27130,file1000331.h5,368,9
27131,file1001528.h5,368,42
27132,file1000138.h5,368,6
27133,file1001692.h5,368,32
27134,file1001739.h5,368,10
27135,file1002090.h5,368,31
13568,file1000941.h5,388,24
13569,file1000412.h5,388,24
13570,file1001816.h5,388,23
13571,file1000412.h5,388,11
13572,file1002435.h5,388,3
13573,file1000956.h5,388,4
13574,file1000956.h5,388,28
13575,file1001816.h5,388,28
13576,file1000956.h5,388,31
13577,file1000514.h5,388,7
13578,file1001730.h5,388,35
13579,file1001730.h5,388,32
13580,file1000514.h5,388,22
13581,file1000956.h5,388,6
